neuron,formula,iou,weight_supports,weight_refutes,weight_not_enough_info
156,(evidence:3.1 OR (claim:million AND evidence:production AND (NOT claim:world) AND (NOT evidence:47.7))),0.6320346593856812,-0.01287841796875,-0.0235595703125,-0.01092529296875
707,(evidence:canada AND evidence:production AND (NOT claim:collected) AND (NOT claim:world) AND (NOT evidence:101.6)),0.626086950302124,0.022216796875,0.03564453125,-0.0026702880859375
2005,((NOT evidence:love) AND (evidence:laboratory OR evidence:production) AND (evidence:laboratory OR evidence:states) AND (evidence:laboratory OR (NOT evidence:29.4))),0.5805555582046509,-0.0172119140625,-0.02099609375,-0.00537109375
881,((NOT evidence:10.2) AND (evidence:million OR evidence:stands) AND (evidence:production OR evidence:stands) AND (evidence:stands OR (NOT evidence:love))),0.5349462628364563,0.0218505859375,0.01611328125,-0.0167236328125
353,(evidence:7.8 OR evidence:disappointing OR (claim:million AND evidence:production AND (NOT evidence:simon))),0.5323646068572998,0.041259765625,0.025390625,0.018310546875
1247,(evidence:total AND (claim:outside OR claim:total) AND (claim:outside OR evidence:canada)),0.5315024256706238,0.028564453125,-0.01214599609375,-0.0167236328125
1060,((NOT claim:film) AND (NOT evidence:10.2) AND (NOT evidence:29.4) AND (evidence:13.77 OR evidence:production)),0.5188284516334534,0.016357421875,-0.02978515625,0.0213623046875
309,(claim:21st OR evidence:vietnam OR (evidence:canada AND evidence:territories AND (NOT claim:film))),0.5075949430465698,0.00469970703125,-0.0026092529296875,-0.0162353515625
1481,((NOT claim:final) AND (claim:market OR evidence:nepal OR evidence:production) AND (claim:market OR evidence:nepal OR evidence:total)),0.5064935088157654,0.02978515625,-0.0079345703125,0.00125885009765625
921,((NOT claim:film) AND (claim:overseas OR evidence:laboratory OR evidence:production) AND (claim:overseas OR evidence:laboratory OR (NOT evidence:final))),0.5034199953079224,0.00164794921875,0.00738525390625,0.0034942626953125
1360,((NOT claim:globally) AND (claim:collection OR evidence:canada OR evidence:disappointing) AND (claim:collection OR evidence:disappointing OR evidence:production)),0.49554139375686646,-0.039306640625,-0.0272216796875,-0.026611328125
2014,(evidence:disappointing OR (evidence:canada AND evidence:territories AND (NOT claim:film) AND (NOT evidence:love))),0.483574241399765,-0.0167236328125,-0.00482177734375,-0.0021514892578125
222,(claim:parents OR (evidence:canada AND evidence:production AND (NOT claim:profit) AND (NOT evidence:29.4))),0.48033708333969116,0.006378173828125,-0.01385498046875,0.01190185546875
1953,((NOT claim:chapter) AND (claim:market OR evidence:canada OR evidence:laboratory) AND (claim:market OR evidence:laboratory OR evidence:production)),0.47826087474823,0.0086669921875,0.00677490234375,0.0203857421875
154,(claim:1995 OR evidence:laboratory OR evidence:professionally OR (claim:million AND evidence:production)),0.4637850522994995,0.0126953125,0.020751953125,0.0002460479736328125
